# x        y
4.5220     8.9350    

# Frame1

# x        y
6.0084     10.2649   

# Frame2

# x        y
3.7282     3.9001    

# Frame3

# x        y
4.5219     8.9349    

# Frame4

# x        y
6.0084     10.2649   

# Frame5

# x        y
2.7359     5.6366    

# Frame6

# x        y
4.5219     8.9349    

# Frame7

# x        y
6.0085     10.2649   

# Frame8

# x        y
1.7601     7.3442    

# Frame9

# x        y
4.5219     8.9349    

# Frame10

# x        y
6.0085     10.2649   

# Frame11

# x        y
1.1020     9.0121    

# Frame12

# x        y
4.5219     8.9349    

# Frame13

# x        y
6.0085     10.2649   

# Frame14

# x        y
1.5738     10.6093   

# Frame15

# x        y
4.5219     8.9348    

# Frame16

# x        y
6.0085     10.2650   

# Frame17

# x        y
2.4847     11.7636   

# Frame18

# x        y
4.5218     8.9348    

# Frame19

# x        y
6.0085     10.2650   

# Frame20

# x        y
3.7826     12.5174   

# Frame21

# x        y
4.5218     8.9348    

# Frame22

# x        y
6.0085     10.2650   

# Frame23

# x        y
5.0589     13.2587   

# Frame24

# x        y
4.5218     8.9348    

# Frame25

# x        y
6.0086     10.2650   

# Frame26

# x        y
6.3139     13.9876   

# Frame27

# x        y
4.5218     8.9348    

# Frame28

# x        y
6.0086     10.2650   

# Frame29

# x        y
7.5480     14.7044   

# Frame30

# x        y
4.5218     8.9348    

# Frame31

# x        y
6.0086     10.2650   

# Frame32

# x        y
8.7875     14.7930   

# Frame33

# x        y
4.5218     8.9348    

# Frame34

# x        y
6.0086     10.2650   

# Frame35

# x        y
10.0252    14.4465   

# Frame36

# x        y
4.5218     8.9348    

# Frame37

# x        y
6.0086     10.2650   

# Frame38

# x        y
11.2423    14.1057   

# Frame39

# x        y
4.5218     8.9348    

# Frame40

# x        y
6.0086     10.2650   

# Frame41

# x        y
11.9887    13.2818   

# Frame42

# x        y
4.5218     8.9348    

# Frame43

# x        y
6.0086     10.2650   

# Frame44

# x        y
12.5565    12.2903   

# Frame45

# x        y
4.5218     8.9348    

# Frame46

# x        y
6.0086     10.2650   

# Frame47

# x        y
13.1148    11.3154   

# Frame48

# x        y
4.5218     8.9348    

# Frame49

# x        y
6.0086     10.2650   

# Frame50

# x        y
13.6638    10.3567   

# Frame51

# x        y
4.5218     8.9348    

# Frame52

# x        y
6.0086     10.2650   

# Frame53

# x        y
14.2036    9.4140    

# Frame54

# x        y
4.5218     8.9348    

# Frame55

# x        y
6.0086     10.2650   

# Frame56

# x        y
14.7345    8.4870    

# Frame57

# x        y
4.5218     8.9348    

# Frame58

# x        y
6.0086     10.2650   

# Frame59

# x        y
14.8699    7.5591    

# Frame60

# x        y
4.5218     8.9348    

# Frame61

# x        y
6.0086     10.2650   

# Frame62

# x        y
14.6132    6.6292    

# Frame63

# x        y
4.5218     8.9348    

# Frame64

# x        y
6.0086     10.2650   

# Frame65

# x        y
14.3609    5.7148    

# Frame66

# x        y
4.5218     8.9348    

# Frame67

# x        y
6.0086     10.2650   

# Frame68

# x        y
14.1127    4.8157    

# Frame69

# x        y
4.5218     8.9348    

# Frame70

# x        y
6.0086     10.2650   

# Frame71

# x        y
13.5925    4.1857    

# Frame72

# x        y
4.5218     8.9348    

# Frame73

# x        y
6.0086     10.2650   

# Frame74

# x        y
12.8603    3.7682    

# Frame75

# x        y
4.5218     8.9348    

# Frame76

# x        y
6.0086     10.2650   

# Frame77

# x        y
12.1403    3.3577    

# Frame78

# x        y
4.5218     8.9348    

# Frame79

# x        y
6.0086     10.2650   

# Frame80

# x        y
11.4323    2.9541    

# Frame81

# x        y
4.5218     8.9348    

# Frame82

# x        y
6.0086     10.2650   

# Frame83

# x        y
10.7362    2.5571    

# Frame84

# x        y
4.5218     8.9348    

# Frame85

# x        y
6.0086     10.2650   

# Frame86

# x        y
10.0516    2.1668    

# Frame87

# x        y
4.5218     8.9348    

# Frame88

# x        y
6.0086     10.2650   

# Frame89

# x        y
9.3784     1.7830    

# Frame90

# x        y
4.5218     8.9348    

# Frame91

# x        y
6.0086     10.2650   

# Frame92

# x        y
8.7164     1.4056    

# Frame93

# x        y
4.5218     8.9348    

# Frame94

# x        y
6.0086     10.2650   

# Frame95

# x        y
8.0655     1.0344    

# Frame96

# x        y
4.5218     8.9348    

# Frame97

# x        y
6.0086     10.2650   

# Frame98

# x        y
7.4044     1.1676    

# Frame99

# x        y
4.5218     8.9348    

# Frame100

# x        y
6.0086     10.2650   

# Frame101

# x        y
6.7518     1.3470    

# Frame102

# x        y
4.5218     8.9348    

# Frame103

# x        y
6.0086     10.2650   

# Frame104

# x        y
6.1100     1.5235    

# Frame105

# x        y
4.5218     8.9348    

# Frame106

# x        y
6.0086     10.2650   

# Frame107

# x        y
5.4790     1.6970    

# Frame108

# x        y
4.5218     8.9348    

# Frame109

# x        y
6.0086     10.2650   

# Frame110

# x        y
4.8584     1.8676    

# Frame111

# x        y
4.5218     8.9348    

# Frame112

# x        y
6.0086     10.2650   

# Frame113

# x        y
4.3439     2.1389    

# Frame114

# x        y
4.5218     8.9348    

# Frame115

# x        y
6.0086     10.2650   

# Frame116

# x        y
4.0562     2.6442    

# Frame117

# x        y
4.5218     8.9348    

# Frame118

# x        y
6.0086     10.2650   

# Frame119

# x        y
3.7733     3.1410    

# Frame120

# x        y
4.5218     8.9348    

# Frame121

# x        y
6.0086     10.2650   

# Frame122

# x        y
3.4951     3.6295    

# Frame123

# x        y
4.5218     8.9348    

# Frame124

# x        y
6.0086     10.2650   

# Frame125

# x        y
3.2215     4.1099    

# Frame126

# x        y
4.5218     8.9348    

# Frame127

# x        y
6.0086     10.2650   

# Frame128

# x        y
2.9525     4.5823    

# Frame129

# x        y
4.5218     8.9348    

# Frame130

# x        y
6.0086     10.2650   

# Frame131

# x        y
2.6880     5.0468    

# Frame132

# x        y
4.5218     8.9348    

# Frame133

# x        y
6.0086     10.2650   

# Frame134

# x        y
2.4279     5.5036    

# Frame135

# x        y
4.5218     8.9348    

# Frame136

# x        y
6.0086     10.2650   

# Frame137

# x        y
2.1721     5.9527    

# Frame138

# x        y
4.5218     8.9348    

# Frame139

# x        y
6.0086     10.2650   

# Frame140

# x        y
1.9206     6.3944    

# Frame141

# x        y
4.5218     8.9348    

# Frame142

# x        y
6.0086     10.2650   

# Frame143

# x        y
1.6733     6.8287    

# Frame144

# x        y
4.5218     8.9348    

# Frame145

# x        y
6.0086     10.2650   

# Frame146

# x        y
1.4301     7.2558    

# Frame147

# x        y
4.5218     8.9348    

# Frame148

# x        y
6.0086     10.2650   

# Frame149

# x        y
1.1909     7.6757    

# Frame150

# x        y
4.5218     8.9348    

# Frame151

# x        y
6.0086     10.2650   

# Frame152

# x        y
1.0245     8.0912    

# Frame153

# x        y
4.5218     8.9348    

# Frame154

# x        y
6.0086     10.2650   

# Frame155

# x        y
1.1401     8.5122    

# Frame156

# x        y
4.5218     8.9348    

# Frame157

# x        y
6.0086     10.2650   

# Frame158

# x        y
1.2538     8.9261    

# Frame159

# x        y
4.5218     8.9348    

# Frame160

# x        y
6.0086     10.2650   

# Frame161

# x        y
1.3656     9.3332    

# Frame162

# x        y
4.5218     8.9348    

# Frame163

# x        y
6.0086     10.2650   

# Frame164

# x        y
1.4755     9.7335    

# Frame165

# x        y
4.5218     8.9348    

# Frame166

# x        y
6.0086     10.2650   

# Frame167

# x        y
1.5836     10.1271   

# Frame168

# x        y
4.5218     8.9348    

# Frame169

# x        y
6.0086     10.2650   

# Frame170

# x        y
1.6899     10.5141   

# Frame171

# x        y
4.5218     8.9348    

# Frame172

# x        y
6.0086     10.2650   

# Frame173

# x        y
1.7944     10.8947   

# Frame174

# x        y
4.5218     8.9348    

# Frame175

# x        y
6.0086     10.2650   

# Frame176

# x        y
1.8972     11.2690   

# Frame177

# x        y
4.5218     8.9348    

# Frame178

# x        y
6.0086     10.2650   

# Frame179

# x        y
2.0408     11.5975   

# Frame180

# x        y
4.5218     8.9348    

# Frame181

# x        y
6.0086     10.2650   

# Frame182

# x        y
2.3455     11.7709   

# Frame183

# x        y
4.5218     8.9348    

# Frame184

# x        y
6.0086     10.2650   

# Frame185

# x        y
2.6451     11.9415   

# Frame186

# x        y
4.5218     8.9348    

# Frame187

# x        y
6.0086     10.2650   

# Frame188

# x        y
2.9397     12.1092   

# Frame189

# x        y
4.5218     8.9348    

# Frame190

# x        y
6.0086     10.2650   

# Frame191

# x        y
3.2294     12.2741   

# Frame192

# x        y
4.5218     8.9348    

# Frame193

# x        y
6.0086     10.2650   

# Frame194

# x        y
3.5143     12.4362   

# Frame195

# x        y
4.5218     8.9348    

# Frame196

# x        y
6.0086     10.2650   

# Frame197

# x        y
3.7944     12.5957   

# Frame198

# x        y
4.5218     8.9348    

# Frame199

# x        y
6.0086     10.2650   

# Frame200

# x        y
4.0699     12.7525   

# Frame201

# x        y
4.5218     8.9348    

# Frame202

# x        y
6.0086     10.2650   

# Frame203

# x        y
4.3408     12.9067   

# Frame204

# x        y
4.5218     8.9348    

# Frame205

# x        y
6.0086     10.2650   

# Frame206

# x        y
4.6071     13.0583   

# Frame207

# x        y
4.5218     8.9348    

# Frame208

# x        y
6.0086     10.2650   

# Frame209

# x        y
4.8690     13.2074   

# Frame210

# x        y
4.5218     8.9348    

# Frame211

# x        y
6.0086     10.2650   

# Frame212

# x        y
5.1266     13.3540   

# Frame213

# x        y
4.5218     8.9348    

# Frame214

# x        y
6.0086     10.2650   

# Frame215

# x        y
5.3798     13.4982   

# Frame216

# x        y
4.5218     8.9348    

# Frame217

# x        y
