# x        y
9.0007     16.6636   

# Frame1

# x        y
7.2136     15.7803   

# Frame2

# x        y
6.3471     4.9585    

# Frame3

# x        y
8.9997     16.6637   

# Frame4

# x        y
7.2135     15.7803   

# Frame5

# x        y
4.6827     3.8495    

# Frame6

# x        y
8.9989     16.6638   

# Frame7

# x        y
7.2133     15.7802   

# Frame8

# x        y
3.0461     2.7590    

# Frame9

# x        y
8.9983     16.6639   

# Frame10

# x        y
7.2130     15.7800   

# Frame11

# x        y
1.4367     1.6866    

# Frame12

# x        y
8.9979     16.6640   

# Frame13

# x        y
7.2128     15.7799   

# Frame14

# x        y
1.6285     1.2383    

# Frame15

# x        y
8.9975     16.6642   

# Frame16

# x        y
7.2125     15.7798   

# Frame17

# x        y
2.5410     1.8283    

# Frame18

# x        y
8.9972     16.6643   

# Frame19

# x        y
7.2122     15.7796   

# Frame20

# x        y
3.4383     2.4085    

# Frame21

# x        y
8.9970     16.6644   

# Frame22

# x        y
7.2120     15.7795   

# Frame23

# x        y
4.3206     2.9790    

# Frame24

# x        y
8.9968     16.6645   

# Frame25

# x        y
7.2118     15.7794   

# Frame26

# x        y
5.1882     3.5400    

# Frame27

# x        y
8.9966     16.6646   

# Frame28

# x        y
7.2115     15.7793   

# Frame29

# x        y
6.0413     4.0917    

# Frame30

# x        y
8.9965     16.6647   

# Frame31

# x        y
7.2113     15.7792   

# Frame32

# x        y
6.8803     4.6342    

# Frame33

# x        y
8.9963     16.6648   

# Frame34

# x        y
7.2111     15.7791   

# Frame35

# x        y
7.7052     5.1676    

# Frame36

# x        y
8.9962     16.6649   

# Frame37

# x        y
7.2109     15.7790   

# Frame38

# x        y
8.5164     5.6921    

# Frame39

# x        y
8.9961     16.6650   

# Frame40

# x        y
7.2107     15.7789   

# Frame41

# x        y
8.8406     6.2445    

# Frame42

# x        y
8.9960     16.6651   

# Frame43

# x        y
7.2106     15.7788   

# Frame44

# x        y
8.4484     6.8444    

# Frame45

# x        y
8.9959     16.6652   

# Frame46

# x        y
7.2104     15.7787   

# Frame47

# x        y
8.0628     7.4344    

# Frame48

# x        y
8.9959     16.6653   

# Frame49

# x        y
7.2103     15.7787   

# Frame50

# x        y
7.6835     8.0146    

# Frame51

# x        y
8.9958     16.6653   

# Frame52

# x        y
7.2102     15.7786   

# Frame53

# x        y
7.3106     8.5850    

# Frame54

# x        y
8.9957     16.6654   

# Frame55

# x        y
7.2100     15.7785   

# Frame56

# x        y
7.0299     9.0937    

# Frame57

# x        y
8.9957     16.6654   

# Frame58

# x        y
7.2099     15.7785   

# Frame59

# x        y
7.2102     9.2763    

# Frame60

# x        y
8.9956     16.6655   

# Frame61

# x        y
7.2098     15.7784   

# Frame62

# x        y
7.3875     9.4557    

# Frame63

# x        y
8.9956     16.6655   

# Frame64

# x        y
7.2097     15.7784   

# Frame65

# x        y
7.5618     9.6322    

# Frame66

# x        y
8.9955     16.6656   

# Frame67

# x        y
7.2097     15.7783   

# Frame68

# x        y
7.7332     9.8058    

# Frame69

# x        y
8.9955     16.6656   

# Frame70

# x        y
7.2096     15.7783   

# Frame71

# x        y
7.9018     9.9765    

# Frame72

# x        y
8.9954     16.6656   

# Frame73

# x        y
7.2095     15.7783   

# Frame74

# x        y
8.0676     10.1443   

# Frame75

# x        y
8.9954     16.6657   

# Frame76

# x        y
7.2094     15.7782   

# Frame77

# x        y
8.2306     10.3093   

# Frame78

# x        y
8.9954     16.6657   

# Frame79

# x        y
7.2094     15.7782   

# Frame80

# x        y
8.3908     10.4716   

# Frame81

# x        y
8.9953     16.6657   

# Frame82

# x        y
7.2093     15.7782   

# Frame83

# x        y
8.5485     10.6311   

# Frame84

# x        y
8.9953     16.6658   

# Frame85

# x        y
7.2093     15.7782   

# Frame86

# x        y
8.7034     10.7881   

# Frame87

# x        y
8.9953     16.6658   

# Frame88

# x        y
7.2092     15.7781   

# Frame89

# x        y
8.8558     10.9424   

# Frame90

# x        y
8.9953     16.6658   

# Frame91

# x        y
7.2092     15.7781   

# Frame92

# x        y
9.0057     11.0941   

# Frame93

# x        y
8.9953     16.6658   

# Frame94

# x        y
7.2092     15.7781   

# Frame95

# x        y
8.9215     11.1430   

# Frame96

# x        y
8.9953     16.6658   

# Frame97

# x        y
7.2092     15.7781   

# Frame98

# x        y
8.8490     11.1911   

# Frame99

# x        y
8.9953     16.6658   

# Frame100

# x        y
7.2092     15.7781   

# Frame101

# x        y
8.7778     11.2385   

# Frame102

# x        y
8.9953     16.6658   

# Frame103

# x        y
7.2092     15.7781   

# Frame104

# x        y
8.7077     11.2850   

# Frame105

# x        y
8.9953     16.6658   

# Frame106

# x        y
7.2092     15.7781   

# Frame107

# x        y
8.6388     11.3307   

# Frame108

# x        y
8.9953     16.6658   

# Frame109

# x        y
7.2092     15.7781   

# Frame110

# x        y
8.5711     11.3757   

# Frame111

# x        y
8.9953     16.6658   

# Frame112

# x        y
7.2092     15.7781   

# Frame113

# x        y
8.5045     11.4200   

# Frame114

# x        y
8.9953     16.6658   

# Frame115

# x        y
7.2092     15.7781   

# Frame116

# x        y
8.4390     11.4635   

# Frame117

# x        y
8.9953     16.6658   

# Frame118

# x        y
7.2092     15.7781   

# Frame119

# x        y
8.3746     11.5063   

# Frame120

# x        y
8.9953     16.6658   

# Frame121

# x        y
7.2092     15.7781   

# Frame122

# x        y
8.3112     11.5483   

# Frame123

# x        y
8.9953     16.6658   

# Frame124

# x        y
7.2092     15.7781   

# Frame125

# x        y
8.2490     11.5897   

# Frame126

# x        y
8.9953     16.6658   

# Frame127

# x        y
7.2092     15.7781   

# Frame128

# x        y
8.1877     11.6304   

# Frame129

# x        y
8.9953     16.6658   

# Frame130

# x        y
7.2092     15.7781   

# Frame131

# x        y
8.1275     11.6704   

# Frame132

# x        y
8.9953     16.6658   

# Frame133

# x        y
7.2092     15.7781   

# Frame134

# x        y
8.0683     11.7097   

# Frame135

# x        y
8.9953     16.6658   

# Frame136

# x        y
7.2092     15.7781   

# Frame137

# x        y
8.0100     11.7484   

# Frame138

# x        y
8.9953     16.6658   

# Frame139

# x        y
7.2092     15.7781   

# Frame140

# x        y
7.9528     11.7864   

# Frame141

# x        y
8.9953     16.6658   

# Frame142

# x        y
7.2092     15.7781   

# Frame143

# x        y
7.8965     11.8238   

# Frame144

# x        y
8.9953     16.6658   

# Frame145

# x        y
7.2092     15.7781   

# Frame146

# x        y
7.8411     11.8606   

# Frame147

# x        y
8.9953     16.6658   

# Frame148

# x        y
7.2092     15.7781   

# Frame149

# x        y
7.7867     11.8967   

# Frame150

# x        y
8.9953     16.6658   

# Frame151

# x        y
7.2092     15.7781   

# Frame152

# x        y
7.7331     11.9323   

# Frame153

# x        y
8.9953     16.6658   

# Frame154

# x        y
7.2092     15.7781   

# Frame155

# x        y
7.6805     11.9673   

# Frame156

# x        y
8.9953     16.6658   

# Frame157

# x        y
7.2092     15.7781   

# Frame158

# x        y
7.6287     12.0017   

# Frame159

# x        y
8.9953     16.6658   

# Frame160

# x        y
7.2092     15.7781   

# Frame161

# x        y
7.5778     12.0355   

# Frame162

# x        y
8.9953     16.6658   

# Frame163

# x        y
7.2092     15.7781   

# Frame164

# x        y
7.5277     12.0687   

# Frame165

# x        y
8.9953     16.6658   

# Frame166

# x        y
7.2092     15.7781   

# Frame167

# x        y
7.4785     12.1014   

# Frame168

# x        y
8.9953     16.6658   

# Frame169

# x        y
7.2092     15.7781   

# Frame170

# x        y
7.4301     12.1336   

# Frame171

# x        y
8.9953     16.6658   

# Frame172

# x        y
7.2092     15.7781   

# Frame173

# x        y
7.3825     12.1652   

# Frame174

# x        y
8.9953     16.6658   

# Frame175

# x        y
7.2092     15.7781   

# Frame176

# x        y
7.3357     12.1963   

# Frame177

# x        y
8.9953     16.6658   

# Frame178

# x        y
7.2092     15.7781   

# Frame179

# x        y
7.2897     12.2268   

# Frame180

# x        y
8.9953     16.6658   

# Frame181

# x        y
7.2092     15.7781   

# Frame182

# x        y
7.2444     12.2569   

# Frame183

# x        y
8.9953     16.6658   

# Frame184

# x        y
7.2092     15.7781   

# Frame185

# x        y
7.1999     12.2864   

# Frame186

# x        y
8.9953     16.6658   

# Frame187

# x        y
7.2092     15.7781   

# Frame188

# x        y
7.1562     12.3155   

# Frame189

# x        y
8.9953     16.6658   

# Frame190

# x        y
7.2092     15.7781   

# Frame191

# x        y
7.1131     12.3441   

# Frame192

# x        y
8.9953     16.6658   

# Frame193

# x        y
7.2092     15.7781   

# Frame194

# x        y
7.0708     12.3722   

# Frame195

# x        y
8.9953     16.6658   

# Frame196

# x        y
7.2092     15.7781   

# Frame197

# x        y
7.0292     12.3998   

# Frame198

# x        y
8.9953     16.6658   

# Frame199

# x        y
7.2092     15.7781   

# Frame200

# x        y
7.0077     12.4240   

# Frame201

# x        y
8.9953     16.6658   

# Frame202

# x        y
7.2092     15.7781   

# Frame203

# x        y
7.0278     12.4328   

# Frame204

# x        y
8.9953     16.6658   

# Frame205

# x        y
7.2092     15.7781   

# Frame206

# x        y
7.0476     12.4415   

# Frame207

# x        y
8.9953     16.6658   

# Frame208

# x        y
7.2092     15.7781   

# Frame209

# x        y
7.0671     12.4500   

# Frame210

# x        y
8.9953     16.6658   

# Frame211

# x        y
7.2092     15.7781   

# Frame212

# x        y
7.0862     12.4583   

# Frame213

# x        y
8.9953     16.6658   

# Frame214

# x        y
7.2092     15.7781   

# Frame215

# x        y
7.1050     12.4665   

# Frame216

# x        y
8.9953     16.6658   

# Frame217

# x        y
