# x        y
1.3858     2.0088    

# Frame1

# x        y
1.0047     18.9951   

# Frame2

# x        y
2.8188     18.1691   

# Frame3

# x        y
1.2961     1.0463    

# Frame4

# x        y
1.0046     18.9952   

# Frame5

# x        y
2.8189     18.1690   

# Frame6

# x        y
1.8217     1.3630    

# Frame7

# x        y
1.0046     18.9952   

# Frame8

# x        y
2.8191     18.1690   

# Frame9

# x        y
2.3385     1.6743    

# Frame10

# x        y
1.0046     18.9952   

# Frame11

# x        y
2.8192     18.1689   

# Frame12

# x        y
2.8468     1.9805    

# Frame13

# x        y
1.0046     18.9952   

# Frame14

# x        y
2.8193     18.1689   

# Frame15

# x        y
3.3465     2.2815    

# Frame16

# x        y
1.0046     18.9952   

# Frame17

# x        y
2.8194     18.1688   

# Frame18

# x        y
3.8380     2.5776    

# Frame19

# x        y
1.0046     18.9952   

# Frame20

# x        y
2.8195     18.1688   

# Frame21

# x        y
4.3212     2.8687    

# Frame22

# x        y
1.0046     18.9952   

# Frame23

# x        y
2.8195     18.1687   

# Frame24

# x        y
4.7964     3.1549    

# Frame25

# x        y
1.0046     18.9952   

# Frame26

# x        y
2.8196     18.1687   

# Frame27

# x        y
5.2637     3.4364    

# Frame28

# x        y
1.0047     18.9952   

# Frame29

# x        y
2.8197     18.1687   

# Frame30

# x        y
5.7232     3.7132    

# Frame31

# x        y
1.0047     18.9951   

# Frame32

# x        y
2.8197     18.1687   

# Frame33

# x        y
6.1750     3.9854    

# Frame34

# x        y
1.0047     18.9951   

# Frame35

# x        y
2.8198     18.1686   

# Frame36

# x        y
6.6193     4.2530    

# Frame37

# x        y
1.0047     18.9951   

# Frame38

# x        y
2.8198     18.1686   

# Frame39

# x        y
7.0562     4.5162    

# Frame40

# x        y
1.0047     18.9951   

# Frame41

# x        y
2.8199     18.1686   

# Frame42

# x        y
7.4858     4.7750    

# Frame43

# x        y
1.0048     18.9951   

# Frame44

# x        y
2.8199     18.1686   

# Frame45

# x        y
7.9082     5.0295    

# Frame46

# x        y
1.0048     18.9951   

# Frame47

# x        y
2.8200     18.1685   

# Frame48

# x        y
8.3236     5.2798    

# Frame49

# x        y
1.0048     18.9951   

# Frame50

# x        y
2.8200     18.1685   

# Frame51

# x        y
8.7321     5.5258    

# Frame52

# x        y
1.0048     18.9951   

# Frame53

# x        y
2.8201     18.1685   

# Frame54

# x        y
8.9312     5.7849    

# Frame55

# x        y
1.0048     18.9951   

# Frame56

# x        y
2.8201     18.1685   

# Frame57

# x        y
8.7337     6.0754    

# Frame58

# x        y
1.0048     18.9951   

# Frame59

# x        y
2.8201     18.1685   

# Frame60

# x        y
8.5395     6.3610    

# Frame61

# x        y
1.0048     18.9951   

# Frame62

# x        y
2.8202     18.1685   

# Frame63

# x        y
8.3486     6.6418    

# Frame64

# x        y
1.0048     18.9951   

# Frame65

# x        y
2.8202     18.1684   

# Frame66

# x        y
8.1608     6.9180    

# Frame67

# x        y
1.0049     18.9951   

# Frame68

# x        y
2.8202     18.1684   

# Frame69

# x        y
7.9761     7.1896    

# Frame70

# x        y
1.0049     18.9951   

# Frame71

# x        y
2.8202     18.1684   

# Frame72

# x        y
7.7946     7.4566    

# Frame73

# x        y
1.0049     18.9951   

# Frame74

# x        y
2.8203     18.1684   

# Frame75

# x        y
7.6160     7.7192    

# Frame76

# x        y
1.0049     18.9951   

# Frame77

# x        y
2.8203     18.1684   

# Frame78

# x        y
7.4405     7.9774    

# Frame79

# x        y
1.0049     18.9951   

# Frame80

# x        y
2.8203     18.1684   

# Frame81

# x        y
7.2678     8.2313    

# Frame82

# x        y
1.0049     18.9951   

# Frame83

# x        y
2.8203     18.1684   

# Frame84

# x        y
7.0980     8.4810    

# Frame85

# x        y
1.0049     18.9950   

# Frame86

# x        y
2.8204     18.1684   

# Frame87

# x        y
7.0363     8.6636    

# Frame88

# x        y
1.0049     18.9950   

# Frame89

# x        y
2.8204     18.1684   

# Frame90

# x        y
7.1184     8.7435    

# Frame91

# x        y
1.0049     18.9950   

# Frame92

# x        y
2.8204     18.1684   

# Frame93

# x        y
7.1991     8.8220    

# Frame94

# x        y
1.0049     18.9950   

# Frame95

# x        y
2.8204     18.1684   

# Frame96

# x        y
7.2785     8.8993    

# Frame97

# x        y
1.0049     18.9950   

# Frame98

# x        y
2.8204     18.1684   

# Frame99

# x        y
7.3565     8.9752    

# Frame100

# x        y
1.0049     18.9950   

# Frame101

# x        y
2.8204     18.1684   

# Frame102

# x        y
7.4333     9.0499    

# Frame103

# x        y
1.0049     18.9950   

# Frame104

# x        y
2.8204     18.1684   

# Frame105

# x        y
7.5087     9.1233    

# Frame106

# x        y
1.0049     18.9950   

# Frame107

# x        y
2.8204     18.1684   

# Frame108

# x        y
7.5829     9.1955    

# Frame109

# x        y
1.0049     18.9950   

# Frame110

# x        y
2.8204     18.1684   

# Frame111

# x        y
7.6559     9.2665    

# Frame112

# x        y
1.0049     18.9950   

# Frame113

# x        y
2.8204     18.1684   

# Frame114

# x        y
7.7276     9.3364    

# Frame115

# x        y
1.0049     18.9950   

# Frame116

# x        y
2.8204     18.1684   

# Frame117

# x        y
7.7982     9.4050    

# Frame118

# x        y
1.0049     18.9950   

# Frame119

# x        y
2.8204     18.1684   

# Frame120

# x        y
7.8676     9.4725    

# Frame121

# x        y
1.0049     18.9950   

# Frame122

# x        y
2.8204     18.1684   

# Frame123

# x        y
7.9358     9.5389    

# Frame124

# x        y
1.0049     18.9950   

# Frame125

# x        y
2.8204     18.1684   

# Frame126

# x        y
8.0029     9.6042    

# Frame127

# x        y
1.0049     18.9950   

# Frame128

# x        y
2.8204     18.1684   

# Frame129

# x        y
8.0689     9.6684    

# Frame130

# x        y
1.0049     18.9950   

# Frame131

# x        y
2.8204     18.1684   

# Frame132

# x        y
8.1337     9.7315    

# Frame133

# x        y
1.0049     18.9950   

# Frame134

# x        y
2.8204     18.1684   

# Frame135

# x        y
8.1975     9.7936    

# Frame136

# x        y
1.0049     18.9950   

# Frame137

# x        y
2.8204     18.1684   

# Frame138

# x        y
8.2602     9.8546    

# Frame139

# x        y
1.0049     18.9950   

# Frame140

# x        y
2.8204     18.1684   

# Frame141

# x        y
8.3219     9.9146    

# Frame142

# x        y
1.0049     18.9950   

# Frame143

# x        y
2.8204     18.1684   

# Frame144

# x        y
8.3826     9.9737    

# Frame145

# x        y
1.0049     18.9950   

# Frame146

# x        y
2.8204     18.1684   

# Frame147

# x        y
8.4422     10.0317   

# Frame148

# x        y
1.0049     18.9950   

# Frame149

# x        y
2.8204     18.1684   

# Frame150

# x        y
8.5009     10.0888   

# Frame151

# x        y
1.0049     18.9950   

# Frame152

# x        y
2.8204     18.1684   

# Frame153

# x        y
8.5585     10.1449   

# Frame154

# x        y
1.0049     18.9950   

# Frame155

# x        y
2.8204     18.1684   

# Frame156

# x        y
8.6152     10.2001   

# Frame157

# x        y
1.0049     18.9950   

# Frame158

# x        y
2.8204     18.1684   

# Frame159

# x        y
8.6710     10.2543   

# Frame160

# x        y
1.0049     18.9950   

# Frame161

# x        y
2.8204     18.1684   

# Frame162

# x        y
8.7258     10.3077   

# Frame163

# x        y
1.0049     18.9950   

# Frame164

# x        y
2.8204     18.1684   

# Frame165

# x        y
8.7798     10.3602   

# Frame166

# x        y
1.0049     18.9950   

# Frame167

# x        y
2.8204     18.1684   

# Frame168

# x        y
8.8328     10.4118   

# Frame169

# x        y
1.0049     18.9950   

# Frame170

# x        y
2.8204     18.1684   

# Frame171

# x        y
8.8849     10.4625   

# Frame172

# x        y
1.0049     18.9950   

# Frame173

# x        y
2.8204     18.1684   

# Frame174

# x        y
8.9362     10.5124   

# Frame175

# x        y
1.0049     18.9950   

# Frame176

# x        y
2.8204     18.1684   

# Frame177

# x        y
8.9866     10.5614   

# Frame178

# x        y
1.0049     18.9950   

# Frame179

# x        y
2.8204     18.1684   

# Frame180

# x        y
8.9800     10.5894   

# Frame181

# x        y
1.0049     18.9950   

# Frame182

# x        y
2.8204     18.1684   

# Frame183

# x        y
8.9557     10.6051   

# Frame184

# x        y
1.0049     18.9950   

# Frame185

# x        y
2.8204     18.1684   

# Frame186

# x        y
8.9317     10.6205   

# Frame187

# x        y
1.0049     18.9950   

# Frame188

# x        y
2.8204     18.1684   

# Frame189

# x        y
8.9081     10.6357   

# Frame190

# x        y
1.0049     18.9950   

# Frame191

# x        y
2.8204     18.1684   

# Frame192

# x        y
8.8850     10.6506   

# Frame193

# x        y
1.0049     18.9950   

# Frame194

# x        y
2.8204     18.1684   

# Frame195

# x        y
8.8622     10.6653   

# Frame196

# x        y
1.0049     18.9950   

# Frame197

# x        y
2.8204     18.1684   

# Frame198

# x        y
8.8398     10.6797   

# Frame199

# x        y
1.0049     18.9950   

# Frame200

# x        y
2.8204     18.1684   

# Frame201

# x        y
8.8177     10.6939   

# Frame202

# x        y
1.0049     18.9950   

# Frame203

# x        y
2.8204     18.1684   

# Frame204

# x        y
8.7961     10.7078   

# Frame205

# x        y
1.0049     18.9950   

# Frame206

# x        y
2.8204     18.1684   

# Frame207

# x        y
8.7747     10.7216   

# Frame208

# x        y
1.0049     18.9950   

# Frame209

# x        y
2.8204     18.1684   

# Frame210

# x        y
8.7538     10.7351   

# Frame211

# x        y
1.0049     18.9950   

# Frame212

# x        y
2.8204     18.1684   

# Frame213

# x        y
8.7332     10.7483   

# Frame214

# x        y
1.0049     18.9950   

# Frame215

# x        y
2.8204     18.1684   

# Frame216

# x        y
8.7129     10.7614   

# Frame217

# x        y
