# x        y
12.3704    1.5800    
9.8107     20.1224   
16.0872    4.9624    
6.1345     7.7316    
3.2586     32.9835   
11.6382    19.3228   

# Frame1

# x        y
11.0194    3.0547    
9.8106     20.1224   
16.0872    4.9624    
6.1345     7.7316    
3.2586     32.9835   
11.6382    19.3228   

# Frame2

# x        y
9.6909     4.5049    
9.8106     20.1224   
16.0872    4.9624    
6.1345     7.7316    
3.2586     32.9835   
11.6383    19.3228   

# Frame3

# x        y
8.3846     5.9308    
9.8106     20.1224   
16.0872    4.9624    
6.1345     7.7316    
3.2586     32.9835   
11.6383    19.3228   

# Frame4

# x        y
7.6779     6.8893    
9.8106     20.1224   
16.0872    4.9624    
5.5566     8.1754    
3.2586     32.9835   
11.6383    19.3228   

# Frame5

# x        y
7.5002     7.4340    
9.8106     20.1225   
16.0872    4.9624    
4.4712     9.0095    
3.2586     32.9835   
11.6383    19.3228   

# Frame6

# x        y
7.3255     7.9696    
9.8106     20.1225   
16.0872    4.9624    
3.4039     9.8297    
3.2586     32.9835   
11.6383    19.3228   

# Frame7

# x        y
7.1536     8.4963    
9.8106     20.1225   
16.0872    4.9624    
2.3543     10.6363   
3.2586     32.9835   
11.6383    19.3228   

# Frame8

# x        y
6.9847     9.0143    
9.8106     20.1225   
16.0872    4.9624    
1.3222     11.4294   
3.2586     32.9835   
11.6383    19.3228   

# Frame9

# x        y
6.8185     9.5236    
9.8106     20.1225   
16.0872    4.9624    
1.3487     12.0596   
3.2586     32.9835   
11.6383    19.3228   

# Frame10

# x        y
6.6551     10.0244   
9.8106     20.1225   
16.0872    4.9624    
1.8476     12.6091   
3.2586     32.9835   
11.6383    19.3228   

# Frame11

# x        y
6.4944     10.5169   
9.8106     20.1225   
16.0872    4.9624    
2.3383     13.1496   
3.2586     32.9835   
11.6383    19.3228   

# Frame12

# x        y
6.3365     11.0011   
9.8106     20.1225   
16.0872    4.9624    
2.8208     13.6810   
3.2586     32.9835   
11.6383    19.3228   

# Frame13

# x        y
6.1811     11.4773   
9.8106     20.1225   
16.0872    4.9624    
3.2952     14.2035   
3.2586     32.9835   
11.6383    19.3228   

# Frame14

# x        y
6.0283     11.9455   
9.8106     20.1225   
16.0872    4.9624    
3.7617     14.7173   
3.2586     32.9835   
11.6383    19.3228   

# Frame15

# x        y
5.8781     12.4060   
9.8106     20.1225   
16.0872    4.9624    
4.2205     15.2226   
3.2586     32.9835   
11.6383    19.3228   

# Frame16

# x        y
5.7304     12.8588   
9.8106     20.1225   
16.0872    4.9624    
4.6716     15.7195   
3.2586     32.9835   
11.6383    19.3228   

# Frame17

# x        y
5.5852     13.3040   
9.8106     20.1225   
16.0872    4.9624    
5.1152     16.2080   
3.2586     32.9835   
11.6383    19.3228   

# Frame18

# x        y
5.4423     13.7418   
9.8106     20.1225   
16.0872    4.9624    
5.5514     16.6885   
3.2586     32.9835   
11.6383    19.3228   

# Frame19

# x        y
5.3019     14.1723   
9.8106     20.1225   
16.0872    4.9624    
5.9803     17.1609   
3.2586     32.9835   
11.6383    19.3228   

# Frame20

# x        y
5.1638     14.5956   
9.8106     20.1225   
16.0872    4.9624    
6.4021     17.6255   
3.2586     32.9835   
11.6383    19.3228   

# Frame21

# x        y
5.0279     15.0119   
9.8106     20.1225   
16.0872    4.9624    
6.8169     18.0823   
3.2586     32.9835   
11.6383    19.3228   

# Frame22

# x        y
4.8944     15.4212   
9.8106     20.1225   
16.0872    4.9624    
7.2247     18.5315   
3.2586     32.9835   
11.6383    19.3228   

# Frame23

# x        y
4.7631     15.8238   
9.8106     20.1225   
16.0872    4.9624    
7.6257     18.9732   
3.2586     32.9835   
11.6383    19.3228   

# Frame24

# x        y
4.6340     16.2196   
9.8403     20.1544   
16.0872    4.9624    
7.9721     19.3789   
3.2586     32.9835   
11.6530    19.3210   

# Frame25

# x        y
4.5070     16.6088   
10.0943    20.4108   
16.0872    4.9624    
7.9721     19.5660   
3.2586     32.9835   
11.7869    19.3046   

# Frame26

# x        y
4.3821     16.9915   
10.3441    20.6630   
16.0872    4.9624    
7.9720     19.7500   
3.2586     32.9835   
11.9185    19.2884   

# Frame27

# x        y
4.2593     17.3679   
10.5896    20.9110   
16.0872    4.9624    
7.9719     19.9309   
3.2586     32.9835   
12.0480    19.2725   

# Frame28

# x        y
4.1386     17.7379   
10.8311    21.1548   
16.0872    4.9624    
7.9719     20.1088   
3.2586     32.9835   
12.1753    19.2568   

# Frame29

# x        y
4.0199     18.1018   
11.0686    21.3946   
16.0872    4.9624    
7.9718     20.2838   
3.2586     32.9835   
12.3005    19.2414   

# Frame30

# x        y
3.9031     18.4597   
11.3021    21.6304   
16.0872    4.9624    
7.9717     20.4558   
3.2586     32.9835   
12.4235    19.2263   

# Frame31

# x        y
3.7883     18.8115   
11.5317    21.8623   
16.0872    4.9624    
7.9716     20.6249   
3.2586     32.9835   
12.5446    19.2115   

# Frame32

# x        y
3.6754     19.1576   
11.7575    22.0903   
16.0872    4.9624    
7.9716     20.7913   
3.2586     32.9835   
12.6636    19.1968   

# Frame33

# x        y
3.5644     19.4978   
11.9795    22.3144   
16.0872    4.9624    
7.9715     20.9548   
3.2586     32.9835   
12.7807    19.1824   

# Frame34

# x        y
3.4553     19.8324   
12.1978    22.5349   
16.0872    4.9624    
7.9715     21.1157   
3.2586     32.9835   
12.8957    19.1683   

# Frame35

# x        y
3.3479     20.1614   
12.4125    22.7517   
16.0872    4.9624    
7.9714     21.2738   
3.2586     32.9835   
13.0089    19.1544   

# Frame36

# x        y
3.2424     20.4849   
12.6236    22.9649   
16.0872    4.9624    
7.9713     21.4293   
3.2586     32.9835   
13.1202    19.1407   

# Frame37

# x        y
3.1386     20.8030   
12.8312    23.1745   
16.0872    4.9624    
7.9713     21.5823   
3.2586     32.9835   
13.2296    19.1273   

# Frame38

# x        y
3.0366     21.1158   
13.0353    23.3806   
16.0872    4.9624    
7.9712     21.7327   
3.2586     32.9835   
13.3372    19.1141   

# Frame39

# x        y
2.9362     21.4234   
13.2361    23.5833   
16.0872    4.9624    
7.9711     21.8805   
3.2586     32.9835   
13.4430    19.1011   

# Frame40

# x        y
2.8375     21.7259   
13.4334    23.7826   
16.0872    4.9624    
7.9711     22.0259   
3.2586     32.9835   
13.5471    19.0883   

# Frame41

# x        y
2.7405     22.0234   
13.6275    23.9786   
16.0872    4.9624    
7.9710     22.1689   
3.2586     32.9835   
13.6494    19.0757   

# Frame42

# x        y
2.6451     22.3158   
13.8184    24.1713   
16.0872    4.9624    
7.9710     22.3095   
3.2586     32.9835   
13.7500    19.0633   

# Frame43

# x        y
2.5512     22.6035   
14.0061    24.3608   
16.0872    4.9624    
7.9709     22.4478   
3.2586     32.9835   
13.8489    19.0512   

# Frame44

# x        y
2.4590     22.8863   
14.1906    24.5471   
16.0872    4.9624    
7.9709     22.5837   
3.2586     32.9835   
13.9462    19.0392   

# Frame45

# x        y
2.3682     23.1644   
14.3721    24.7304   
16.0872    4.9624    
7.9708     22.7174   
3.2586     32.9835   
14.0419    19.0275   

# Frame46

# x        y
2.2790     23.4378   
14.5505    24.9106   
16.0872    4.9624    
7.9708     22.8489   
3.2586     32.9835   
14.1360    19.0159   

# Frame47

# x        y
2.1913     23.7067   
14.7260    25.0878   
16.0872    4.9624    
7.9707     22.9781   
3.2586     32.9835   
14.2285    19.0046   

# Frame48

# x        y
2.1050     23.9712   
14.8986    25.2620   
16.0872    4.9624    
7.9707     23.1053   
3.2586     32.9835   
14.3194    18.9934   

# Frame49

# x        y
2.0202     24.2312   
15.0682    25.4333   
16.0872    4.9624    
7.9706     23.2302   
3.2586     32.9835   
14.4089    18.9824   

# Frame50

# x        y
1.9368     24.4869   
15.2351    25.6018   
16.0872    4.9624    
7.9706     23.3532   
3.2586     32.9835   
14.4968    18.9716   

# Frame51

# x        y
1.8547     24.7383   
15.3991    25.7675   
16.0872    4.9624    
7.9705     23.4740   
3.2586     32.9835   
14.5833    18.9610   

# Frame52

# x        y
1.7741     24.9855   
15.5605    25.9304   
16.0872    4.9624    
7.9705     23.5929   
3.2586     32.9835   
14.6683    18.9505   

# Frame53

# x        y
1.6948     25.2286   
15.7191    26.0906   
16.0872    4.9624    
7.9704     23.7097   
3.2586     32.9835   
14.7520    18.9402   

# Frame54

# x        y
1.6168     25.4677   
15.8751    26.2481   
16.0872    4.9624    
7.9704     23.8247   
3.2586     32.9835   
14.8342    18.9301   

# Frame55

# x        y
1.5401     25.7028   
16.0285    26.4030   
16.0872    4.9624    
7.9703     23.9377   
3.2586     32.9835   
14.9151    18.9202   

# Frame56

# x        y
1.4647     25.9339   
16.1793    26.5553   
16.0872    4.9624    
7.9703     24.0488   
3.2586     32.9835   
14.9946    18.9104   

# Frame57

# x        y
1.3905     26.1612   
16.3277    26.7051   
16.0872    4.9624    
7.9702     24.1581   
3.2586     32.9835   
15.0728    18.9008   

# Frame58

# x        y
1.3176     26.3848   
16.4735    26.8523   
16.0872    4.9624    
7.9702     24.2655   
3.2586     32.9835   
15.1497    18.8914   

# Frame59

# x        y
1.2459     26.6045   
16.6169    26.9972   
16.0872    4.9624    
7.9702     24.3712   
3.2586     32.9835   
15.2253    18.8821   

# Frame60

# x        y
1.1754     26.8207   
16.7580    27.1396   
16.0872    4.9624    
7.9701     24.4751   
3.2586     32.9835   
15.2996    18.8729   

# Frame61

# x        y
1.1060     27.0332   
16.8966    27.2796   
16.0872    4.9624    
7.9701     24.5772   
3.2586     32.9835   
15.3727    18.8640   

# Frame62

# x        y
1.0379     27.2422   
17.0330    27.4173   
16.0872    4.9624    
7.9700     24.6777   
3.2586     32.9835   
15.4446    18.8551   

# Frame63

# x        y
