# x        y
12.1245    31.9343   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame1

# x        y
10.7360    33.3737   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame2

# x        y
9.3705     34.7891   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame3

# x        y
8.0278     36.1809   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame4

# x        y
6.7075     37.5495   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame5

# x        y
5.4092     38.8953   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame6

# x        y
4.5243     38.3888   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame7

# x        y
3.6890     37.7381   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame8

# x        y
2.8675     37.0983   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame9

# x        y
2.0598     36.4692   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame10

# x        y
1.2655     35.8505   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame11

# x        y
1.2601     35.2183   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame12

# x        y
1.6441     34.5843   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame13

# x        y
2.0217     33.9609   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame14

# x        y
2.3930     33.3478   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame15

# x        y
2.7582     32.7450   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame16

# x        y
3.1172     32.1522   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame17

# x        y
3.4703     31.5693   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame18

# x        y
3.8174     30.9960   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame19

# x        y
4.1588     30.4324   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame20

# x        y
4.4945     29.8781   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame21

# x        y
4.8246     29.3331   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame22

# x        y
5.1492     28.7972   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame23

# x        y
5.4684     28.2702   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame24

# x        y
5.7823     27.7520   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame25

# x        y
6.0909     27.2424   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
2.4285     4.2977    

# Frame26

# x        y
6.3944     26.7413   
7.5392     6.5336    
4.2504     8.2532    
18.0638    29.6117   
12.3571    38.1959   
