# x        y
14.4907    23.5841   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame1

# x        y
13.2948    25.1871   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame2

# x        y
12.1188    26.7635   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame3

# x        y
10.9624    28.3135   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame4

# x        y
9.8252     29.8377   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame5

# x        y
8.7070     31.3365   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame6

# x        y
7.6075     32.8104   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame7

# x        y
6.5263     34.2596   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame8

# x        y
5.4631     35.6847   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame9

# x        y
4.4176     37.0861   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame10

# x        y
3.3895     38.4641   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame11

# x        y
2.5818     38.5886   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame12

# x        y
1.9203     37.9223   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame13

# x        y
1.2699     37.2672   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame14

# x        y
1.1872     36.6300   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame15

# x        y
1.5017     36.0085   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame16

# x        y
1.8109     35.3973   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame17

# x        y
2.1150     34.7964   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame18

# x        y
2.4140     34.2055   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame19

# x        y
2.7080     33.6244   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame20

# x        y
2.9971     33.0530   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame21

# x        y
3.2814     32.4911   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame22

# x        y
3.5610     31.9386   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame23

# x        y
3.8359     31.3953   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame24

# x        y
4.1063     30.8611   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame25

# x        y
4.3721     30.3358   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame26

# x        y
4.6335     29.8192   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame27

# x        y
4.8905     29.3112   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame28

# x        y
5.1433     28.8117   
6.1267     18.1903   
11.7530    23.1074   
2.9357     24.1031   
13.8256    32.2963   
3.9324     15.8628   

# Frame29

