# x        y
1.3765     22.1066   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame1

# x        y
1.9707     24.0163   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame2

# x        y
2.5550     25.8941   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame3

# x        y
3.1296     27.7407   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame4

# x        y
3.6946     29.5565   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame5

# x        y
4.2502     31.3420   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame6

# x        y
4.7965     33.0978   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame7

# x        y
5.3338     34.8243   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame8

# x        y
5.8620     36.5220   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame9

# x        y
6.3815     38.1914   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame10

# x        y
6.8061     38.5816   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame11

# x        y
7.1403     37.7745   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame12

# x        y
7.4690     36.9808   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame13

# x        y
7.7922     36.2004   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame14

# x        y
8.1100     35.4329   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame15

# x        y
8.4225     34.6783   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame16

# x        y
8.7298     33.9362   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame17

# x        y
9.0319     33.2065   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame18

# x        y
9.3291     32.4890   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame19

# x        y
9.6213     31.7834   
11.0391    10.9380   
9.2556     15.4082   
6.0550     19.6519   
14.9642    16.6539   
9.1988     38.1144   

# Frame20

# x        y
9.9086     31.0896   
11.0391    10.9380   
