# x        y
3.9108     1.9046    
11.0272    29.6082   
12.8221    17.5808   
9.5736     2.1877    
7.3959     15.5696   
10.9303    16.9483   

# Frame1

# x        y
5.0085     3.5764    
11.0272    29.6082   
12.8222    17.5808   
9.5736     2.1877    
7.3959     15.5696   
10.9303    16.9483   

# Frame2

# x        y
6.0879     5.2204    
11.0272    29.6082   
12.8222    17.5808   
9.5736     2.1877    
7.3959     15.5696   
10.9303    16.9482   

# Frame3

# x        y
7.1493     6.8370    
11.0272    29.6082   
12.8222    17.5808   
9.5736     2.1877    
7.3959     15.5696   
10.9303    16.9482   

# Frame4

# x        y
8.1930     8.4266    
11.0272    29.6082   
12.8222    17.5808   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame5

# x        y
9.2194     9.9897    
11.0272    29.6082   
12.8222    17.5808   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame6

# x        y
10.2286    11.5268   
11.0272    29.6082   
12.8222    17.5808   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame7

# x        y
11.2210    13.0383   
11.0272    29.6082   
12.8222    17.5808   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame8

# x        y
12.1969    14.5245   
11.0272    29.6082   
12.8222    17.5808   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame9

# x        y
13.1227    15.6960   
11.0272    29.6082   
12.8560    17.8708   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame10

# x        y
13.9409    16.0785   
11.0272    29.6082   
12.9815    18.9255   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame11

# x        y
14.7454    16.4545   
11.0272    29.6082   
13.1049    19.9627   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame12

# x        y
15.5364    16.8243   
11.0272    29.6082   
13.2262    20.9825   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame13

# x        y
16.3144    17.1880   
11.0272    29.6082   
13.3455    21.9853   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame14

# x        y
17.0793    17.5455   
11.0272    29.6082   
13.4629    22.9715   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame15

# x        y
17.8315    17.8972   
11.0272    29.6082   
13.5782    23.9412   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame16

# x        y
18.5711    18.2429   
11.0272    29.6082   
13.6917    24.8947   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame17

# x        y
18.8489    18.5022   
11.0272    29.6082   
13.8032    25.8323   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame18

# x        y
18.4913    18.6398   
11.0272    29.6082   
13.9129    26.7544   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame19

# x        y
18.1396    18.7751   
11.0272    29.6082   
14.0208    27.6610   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame20

# x        y
17.7939    18.9081   
11.0272    29.6082   
14.1268    28.5525   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame21

# x        y
17.4538    19.0389   
11.0272    29.6082   
14.2311    29.4292   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame22

# x        y
17.1195    19.1676   
11.0272    29.6082   
14.3337    30.2913   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame23

# x        y
16.7907    19.2941   
11.0272    29.6082   
14.4346    31.1390   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame24

# x        y
16.4674    19.4185   
11.0272    29.6082   
14.5337    31.9726   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame25

# x        y
16.1495    19.5408   
11.0272    29.6082   
14.6312    32.7922   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame26

# x        y
15.8369    19.6611   
11.0272    29.6082   
14.7271    33.5983   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame27

# x        y
15.5295    19.7793   
11.0272    29.6082   
14.8214    34.3908   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame28

# x        y
15.2272    19.8956   
11.0272    29.6082   
14.9142    35.1702   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame29

# x        y
14.9300    20.0100   
11.0272    29.6082   
15.0053    35.9366   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame30

# x        y
14.6377    20.1225   
11.0272    29.6082   
15.0950    36.6902   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame31

# x        y
14.3503    20.2331   
11.0272    29.6082   
15.1832    37.4313   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame32

# x        y
14.0676    20.3418   
11.0272    29.6082   
15.2699    38.1600   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame33

# x        y
13.7897    20.4487   
11.0272    29.6082   
15.3551    38.8765   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame34

# x        y
13.5164    20.5539   
11.0272    29.6082   
15.4557    38.7071   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame35

# x        y
13.2477    20.6573   
11.0272    29.6082   
15.5582    38.3607   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame36

# x        y
12.9835    20.7589   
11.0272    29.6082   
15.6591    38.0200   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame37

# x        y
12.7236    20.8589   
11.0272    29.6082   
15.7582    37.6850   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame38

# x        y
12.4681    20.9572   
11.0272    29.6082   
15.8557    37.3556   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame39

# x        y
12.2168    21.0539   
11.0272    29.6082   
15.9516    37.0317   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame40

# x        y
11.9698    21.1490   
11.0272    29.6082   
16.0459    36.7132   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame41

# x        y
11.7268    21.2424   
11.0272    29.6082   
16.1386    36.4000   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame42

# x        y
11.4879    21.3344   
11.0272    29.6082   
16.2298    36.0920   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame43

# x        y
11.2530    21.4247   
11.0272    29.6082   
16.3194    35.7892   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame44

# x        y
11.0220    21.5136   
11.0272    29.6082   
16.4076    35.4914   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame45

# x        y
10.7948    21.6010   
11.0272    29.6082   
16.4943    35.1985   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame46

# x        y
10.5715    21.6870   
11.0272    29.6082   
16.5795    34.9106   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame47

# x        y
10.3518    21.7715   
11.0272    29.6082   
16.6633    34.6274   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame48

# x        y
10.1358    21.8546   
11.0272    29.6082   
16.7458    34.3490   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame49

# x        y
9.9235     21.9363   
11.0272    29.6082   
16.8268    34.0752   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame50

# x        y
9.7146     22.0167   
11.0272    29.6082   
16.9065    33.8059   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame51

# x        y
9.5093     22.0957   
11.0272    29.6082   
16.9849    33.5412   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame52

# x        y
9.3073     22.1734   
11.0272    29.6082   
17.0619    33.2808   
9.5736     2.1877    
7.3959     15.5696   
10.9302    16.9482   

# Frame53

# x        y
